id,home_team_win
0,True
1,True
2,True
3,True
4,False
5,True
6,True
7,True
8,False
9,True
10,False
11,True
12,True
13,True
14,False
15,True
16,True
17,True
18,True
19,True
20,True
21,False
22,True
23,True
24,True
25,False
26,False
27,True
28,True
29,False
30,False
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,False
39,True
40,True
41,True
42,True
43,True
44,True
45,False
46,True
47,True
48,True
49,True
50,False
51,True
52,False
53,False
54,True
55,True
56,True
57,False
58,True
59,True
60,False
61,True
62,True
63,True
64,True
65,False
66,True
67,False
68,False
69,True
70,False
71,True
72,False
73,False
74,False
75,True
76,True
77,True
78,True
79,True
80,False
81,True
82,False
83,True
84,False
85,True
86,True
87,False
88,False
89,True
90,False
91,False
92,True
93,False
94,True
95,True
96,True
97,True
98,True
99,True
100,False
101,True
102,False
103,True
104,True
105,True
106,True
107,True
108,True
109,True
110,True
111,True
112,True
113,True
114,False
115,True
116,False
117,True
118,True
119,True
120,True
121,True
122,True
123,True
124,True
125,False
126,True
127,True
128,True
129,False
130,False
131,True
132,False
133,False
134,False
135,True
136,True
137,False
138,True
139,True
140,False
141,True
142,True
143,True
144,False
145,False
146,True
147,False
148,False
149,False
150,True
151,True
152,True
153,True
154,True
155,True
156,False
157,False
158,True
159,True
160,False
161,True
162,False
163,False
164,True
165,True
166,True
167,True
168,True
169,True
170,True
171,True
172,True
173,True
174,False
175,True
176,True
177,True
178,True
179,True
180,True
181,True
182,False
183,True
184,True
185,True
186,True
187,True
188,False
189,True
190,True
191,True
192,False
193,True
194,False
195,False
196,False
197,True
198,False
199,True
200,True
201,True
202,True
203,False
204,False
205,False
206,True
207,False
208,True
209,True
210,True
211,True
212,True
213,True
214,True
215,False
216,False
217,True
218,True
219,True
220,False
221,True
222,True
223,True
224,False
225,True
226,True
227,False
228,True
229,False
230,True
231,True
232,False
233,False
234,False
235,True
236,True
237,True
238,True
239,True
240,False
241,False
242,True
243,True
244,False
245,True
246,True
247,True
248,True
249,True
250,False
251,True
252,True
253,True
254,True
255,True
256,True
257,True
258,True
259,True
260,True
261,True
262,False
263,True
264,True
265,True
266,True
267,True
268,True
269,False
270,False
271,True
272,False
273,True
274,False
275,True
276,True
277,True
278,False
279,True
280,True
281,True
282,True
283,False
284,True
285,True
286,False
287,True
288,True
289,True
290,True
291,False
292,True
293,False
294,True
295,False
296,True
297,True
298,False
299,True
300,False
301,False
302,True
303,False
304,False
305,True
306,False
307,True
308,True
309,False
310,True
311,False
312,True
313,False
314,True
315,True
316,True
317,False
318,True
319,True
320,True
321,True
322,True
323,True
324,True
325,True
326,True
327,True
328,True
329,False
330,True
331,True
332,True
333,True
334,True
335,True
336,True
337,True
338,False
339,True
340,True
341,True
342,True
343,True
344,True
345,True
346,True
347,True
348,True
349,False
350,False
351,True
352,False
353,True
354,True
355,True
356,True
357,False
358,True
359,True
360,True
361,True
362,True
363,False
364,True
365,False
366,False
367,False
368,True
369,True
370,True
371,True
372,True
373,True
374,False
375,True
376,True
377,True
378,True
379,True
380,True
381,True
382,True
383,True
384,True
385,True
386,True
387,True
388,True
389,True
390,False
391,True
392,True
393,False
394,True
395,False
396,False
397,False
398,True
399,False
400,False
401,True
402,True
403,False
404,True
405,True
406,True
407,True
408,True
409,True
410,True
411,True
412,True
413,True
414,True
415,True
416,True
417,True
418,True
419,False
420,True
421,False
422,True
423,True
424,True
425,False
426,True
427,True
428,True
429,False
430,False
431,False
432,True
433,True
434,True
435,False
436,False
437,True
438,True
439,True
440,True
441,True
442,True
443,False
444,True
445,True
446,True
447,False
448,True
449,True
450,False
451,False
452,False
453,True
454,True
455,True
456,False
457,False
458,True
459,True
460,True
461,True
462,True
463,False
464,True
465,False
466,True
467,True
468,True
469,True
470,False
471,True
472,False
473,False
474,True
475,True
476,True
477,False
478,False
479,True
480,False
481,True
482,False
483,True
484,True
485,True
486,False
487,True
488,True
489,False
490,False
491,False
492,True
493,True
494,True
495,False
496,False
497,True
498,False
499,False
500,True
501,True
502,True
503,True
504,False
505,True
506,True
507,False
508,False
509,True
510,True
511,False
512,True
513,True
514,True
515,True
516,True
517,False
518,False
519,True
520,False
521,True
522,True
523,True
524,True
525,True
526,False
527,True
528,False
529,True
530,False
531,False
532,True
533,True
534,True
535,True
536,True
537,True
538,False
539,True
540,True
541,True
542,True
543,False
544,True
545,True
546,False
547,False
548,False
549,False
550,False
551,False
552,True
553,True
554,True
555,False
556,True
557,True
558,True
559,True
560,True
561,True
562,True
563,True
564,True
565,True
566,False
567,True
568,True
569,True
570,True
571,True
572,True
573,False
574,True
575,True
576,True
577,True
578,True
579,True
580,False
581,True
582,True
583,True
584,True
585,False
586,True
587,False
588,True
589,False
590,False
591,True
592,True
593,True
594,False
595,True
596,False
